Aal;tripsk;'tripsk;
putzen;vialchell;;v
Puzzle;nîroil;;
Pyramide;típlatash;;
Quader;trilash;;
Quadrat;triltion;;
quaken;shaukershell;;
Qual;dîch;;
quälen;dîchell;;
Qualifikation;ounash;;
qualifizieren;ounashell;;
Qualität;brix;;
qualitativ;brixt;;
Quark;polvok;;
Quartier;tîpchr;;
Quatsch;cpîsh;;
Quelle;mokrop;;
quer;drîpt;;
queren;drîpell;;
Querschnitt;drîptvoumash;;
Querung;drîpem;;
quetschen;biloushell;;
Quetschung;biloushem;;
quillen;gotionell;;
quittieren;bíchrell;;
Quittung;bíchrem;;
Quiz;shíchr;;
Quote;shîp;;
Rabe;toulsk;;
Rache;bouchr;;
rächen;bouchrell;;
Rad;rechr;;
Radar;táruk;;
Radfahrer;rechrkurchap;;
radikal;eserrasht;;
radikalisieren;eserrashell;;
Radikalisierung;eserrashem;;
Radio;horm;;
Radius;cipron;;
Radweg;rechrprurk;;
ragen;qeschrell;;
Rahm;îltrop;;
Rahmen;qourál;;
Rakete;fîsrolm;;
Ramme;kresch;;
rammen;kreschell;;
Rampe;krinrúl;;
ran;fíp;;
Rand;diftion;;
Randale;umch;;
randalieren;umchell;;
Rang;melsh;;
Ranzen;emloi;;
ranzig;jint;;
rar;júlentiont;;
Rarität;júlention;;
rasch;droilt;;
Rasen;gerash;;
Rasenmäher;gerashriulchrrol;ge.rash.'riul.chr.rol;
rasieren;chaltionell;;
Rasierer;chaltionrol;;
Raspel;grelchef;;
raspeln;grelchell;;
Rasse;beltosh;;
Rassel;hospatch;;
rasseln;hospatchell;;
rassig;beltosht;;
Rast;strolash;;
rasten;strolashell;;
Rasur;chaltionír;;
Rat;traption;;
Rate;lestion;;
raten;traptionell;;
Ration;rixtion;;
rationieren;rixtionell;;
Rätsel;sproil;;
rätselhaft;sproilfrált;;
rätseln;sproilell;;
Ratte;foilsk;;
Ratten;foils;;
Rattenloch;foilplox;;
Raub;souch;;
rauben;souchell;;
Räuber;souchap;;
Raubtier;souchatrom;;
Rauch;chawew;;
rauchen;chawewell;;
Raucher;chawewer;;
Raucherei;chawewtrá;;
räuchern;chawewchrell;;
rauf;dîk;;
Raum;dewl;;
räumen;dewlashell;;
räumlich;dewlasht;;
Räumlichkeit;dewlashkoul;;
Räumpflicht;dewlashkrapsh;;
Raumschiff;dewlblash;;
Raumstation;dewlmeyx;;
Räumung;dewlashem;;
Raupe;brichr;;
raus;ritch;;
Rausch;târx;;
rauschen;tárell;;
räuspern;kinchrell;;
Raute;drilf;'drilf;
Razzia;pulsh;;
re;ton;;
reagieren;tonvekashell;;
Reaktion;tonvekash;;
Reaktor;tonvekashrol;;
real;kusprilt;;
Realität;kuspril;;
Rebell;krorlok;;
rebellieren;krorell;;
Rebellion;kror;;
Rechenaufgabe;jelchcilinchrír;;
rechnen;jelchell;;
Rechner;jelchrol;;
Rechnung;jelchem;;
Recht;spil;;
recht;wáx;;
rechte;kment;;
Rechteck;krof;'krof;
rechts;kmen;;
rechtzeitig;wáxloukt;;
Rede;rálk;;
reden;rálkell;;
Reduktion;turtion;;
reduzieren;turtionell;;
Referenz;cupash;;
referenzieren;cupashell;;
reflektieren;lóbrashell;;
Reflektion;lóbrash;;
Regal;tensh;;
Regel;kemprash;;
regeln;kemprashell;;
Regen;noil;;
regen;troilpell;;
Regenbogen;noiltuk;;
Regeneration;tonesshouchr;;
regenerieren;tonesshouchrell;;
Regenschirm;noilârkoil;;
Regie;nunchr;;
regieren;lárolmell;;
Regierung;lárolmem;;
Region;pnul;;
regional;pnult;;
Regisseur;nunchrer;;
Register;jobash;;
registrieren;jobashell;;
Registrierung;jobashem;;
Regler;kemprashem;;
regnen;noilell;;
regnerisch;noilt;;
regulär;fruschrt;;
regulieren;fruscell;;
Regulierung;fruscem;;
Regung;troilpem;;
Reh;raunin;;
reiben;yátionell;;
Reibung;yátionem;;
reibungslos;yátionemlept;;
Reich;lesch;;
reich;notcht;;
reichen;leschell;;
Reichtum;notch;;
Reichweite;leschérash;;
reif;numchrt;;
Reife;numchr;;
Reifen;wîk;;
Reifeprüfung;numchrmeronem;;
Reihe;bruk;;
Reihenfolge;brukchtash;;
reihum;bruknew;;
rein;fích;;
rein;welkt;;
Reinheit;welk;;
reinigen;yíqashell;;
Reiniger;yíqashef;;
Reinigung;yíqashem;;
reinlegen;fícheschell;;
reinlich;welasht;;
Reinlichkeit;welash;;
Reis;censh;;
Reise;surnash;;
reisen;surnashell;;
Reisende;surnasher;;
reißen;mächrell;;
Reißverschluss;mächrjawschulk;;
reiten;tenchrell;;
Reiter;tenchrer;;
Reiz;bloichr;;
reizen;bloichrell;;
reizend;bloichrellp;;
Reizung;bloichrem;;
Rekord;plush;;
Relais;sheprok;;
relativ;rationt;;
Rennen;roilsewch;;
rennen;roilsewchell;;
Rente;fax;;
Rentner;faxer;;
Reparatur;mulneych;;
reparieren;mulneychell;;
Reportage;trálp;;
Reporter;trálper;;
Republik;sialash;;
Reserve;goikash;;
reservieren;goikashell;;
Reservierung;goikashem;;
Residenz;drälash;;
residieren;drälashell;;
Respekt;voulchr;;
respektieren;voulchrell;;
respektvoll;voulchrbít;;
Ressource;tuqef;;
Rest;chelix;;
Restaurant;toik;;
restlich;chelixt;;
Resultat;purfchr;;
resultieren;purfchrell;;
retten;prupashell;;
Rettung;prupashem;;
Rettungsboot;prupashemkisch;;
Reue;boultash;;
reuig;boultasht;;
Revier;poimash;;
Revision;dîmash;'dî.mash;
Revolution;hawriash;;
Rezept;youk;;
rhythmisch;milmtiont;;
Rhythmus;milmtion;;
richten;reyxell;;
Richter;reyxer;;
Richterin;reyxin;;
richtig;shukt;;
Richtigkeit;shuk;;
Richtung;reyxem;;
Ricotta;minish;;
riechen;naptashell;;
Riegel;chikchr;;
Riese;rusher;;
rieseln;sîprell;;
riesig;rusht;;
Riff;pîf;;
Rille;turdon;;
Rind;voipsk;;
Rindfleisch;voipclosh;;
Ring;uschr;;
ringen;tormashell;;
Risiko;yíraltion;;
riskant;yíraltiont;;
riskieren;yíraltionell;;
Riss;mächrír;;
Risswunde;mächrírpratch;;
Ritt;tenchr;;
Ritter;tenchrek;;
Ritual;wekchr;;
Robbe;jilsk;;
Roboter;chilm;;
robust;chript;;
Robustheit;chrip;;
Rock;^chash;;
Rodel;línashrol;;
rodeln;línashell;;
roh;kiltiont;;
Rohling;kiltionash;;
Rohr;rilk;;
Rohstoff;kiltiontrilm;;
Rohteil;kiltiontächr;;
Rolle;chialchr;;
rollen;chialchrell;;
Rolltreppe;chialchrchinlop;;
Roman;nilnex;;
Romantik;ímîrash;;
romantisch;ímîrasht;;
Rose;tímalien;;
Rosenkohl;tímalientigif;;
rosig;tímalient;;
Rost;wopchr;;
rosten;wopchrell;;
Rot;kroilsp;;
Rotation;kaunch;;
rotieren;kaunchell;;
Rotte;dashroil;;
rotten;dashroilell;;
Rötung;kroilem;'kroi.lem;
Rotwein;kroilspbilsh;;
Routine;gormok;;
routiniert;gormokat;;
rüber;retchem;;
Ruck;lurtion;;
Rückblick;títloknitch;;
rücken;chroukell;;
Rücken;holtion;;
Rückenwind;títälox;;
rückgängig;títorschrt;;
Rückkehr;títbliash;;
Rücklage;títestion;;
Rücknahme;títkrench;;
Rückschlag;títprotm;;
rücksichtslos;títpraulept;'tít.prau.lept;
rücksichtsvoll;títpraubít;'tít.prau.bít;
Rückspiel;títfeych;;
Rückstand;títonchr;;
rückwärts;títset;;
Rückzug;títwunchr;;
Rüde;jomsk;;
Rudel;cashtion;;
Ruder;tevish;;
rudern;tevishell;;
Ruf;keyp;;
rufen;keypell;;
Ruhe;äkrûl;;
ruhig;äkrûlt;;
Ruhm;miltion;;
rühmen;miltionell;;
rühren;flämell;;
rührend;flämellp;;
Ruin;snîtion;;
Ruine;snîchr;;
ruinieren;snîtionell;;
rülpsen;murgoshell;;
rum;sew;;
Rum;wif;;
Rumpf;karon;;
rund;xurchrt;;
Runde;xurchr;;
runden;xurchrell;;
Rundfahrt;xurchrkurtion;;
Rundung;xurchrem;;
runter;duk;;
Rüpel;hurlmek;;
rüsten;^chialtionell;;
Rüstung;^chialtionem;;
Rutsche;klawkchr;;
rutschen;klawkashell;;
rutschig;klawkasht;;
rütteln;míchmell;;
Sabotage;nilbatch;;
sabotieren;nilbatchell;;
Sache;hewchr;;
sachlich;hewchremt;;
sächlich;hewchrt;;
Sachlichkeit;hewchrem;;
sacht;lürialtiont;;
Sack;mäsch;;
säen;pontionell;;
Safe;jorxchr;;
Saft;flîp;;
saftig;flîpt;;
Sage;minch;;
Säge;plitch;;
sagen;minchell;;
sägen;plitchell;;
sagenhaft;minchfrált;;
Sahne;shrok;;
sahnig;shrokt;;
Saison;roilef;;
saisonal;roileft;;
Saite;mílersh;;
Salamander;gimprísk;;
Salami;kormóplash;;
Salat;gvil;;
Salon;rechk;;
Salz;toistion;;
Samen;koltion;;
sammeln;jeylashell;;
Sammlung;jeylashem;;
Samstag;trex;;
sämtlich;slukt;;
Sand;wîerrash;;
sandig;wîerrasht;;
sanft;telcht;;
sanieren;blîftionell;;
Sanierung;blîftionem;;
Sanitäter;curptioner;;
Sarg;shchil;;
Satan;knasher;;
Satellit;ilrush;;
satt;mrilt;;
sättigen;mrilell;;
Sättigung;mrilem;;
Saturn;satúr;sa.'túr;
Satz;frilm;;
Sau;tmin;;
sauber;trîmt;;
säubern;trîmell;;
Säuberung;trîmem;;
sauer;mratcht;;
Sauerei;tmuttrá;;
Sauerstoff;mratchttrilm;;
saugen;wouchell;;
Säule;rilchr;;
Saum;nouroil;;
säumen;nouroilell;;
Säure;mratch;;
Scan;destash;;
scannen;destashell;;
Scanner;destashrol;;
Schach;prulp;;
Schacht;wup;;
Schachtel;tríntion;;
schachteln;tríntionell;;
schade;besnitcht;;
Schädel;gúnash;;
Schaden;besnitch;;
schaden;besnitchell;;
schädigen;besnashell;;
Schädigung;besnashem;;
Schadstoff;besnitchtrilm;;
Schaf;gomsk;;
Schäfer;gomer;;
schaffen;turchell;;
Schal;krop;;
Schale;belmention;;
schälen;belmentionell;;
Schall;huption;;
schallen;huptionell;;
Schallgeschwindigkeit;huptionqilsh;;
Schallmauer;huptionsherash;;
schalten;hîchrell;;
Schalter;hîchref;;
Schaltung;hîchrem;;
Scham;milash;;
schämen;milashell;;
Schande;lîchash;;
schänden;lîchashell;;
schändlich;lîchasht;;
Schändung;lîchashem;;
Schanze;qenash;;
scharf;kuschrt;;
schärfen;kuschrell;;
Schärfung;kuschrem;;
scharren;rároilell;;
Schatten;crechr;;
schattig;crechrt;;
Schatulle;filk;;
Schatz;vîlmash;;
schätzen;timbroshell;;
Schatzkammer;vîlmashpîlp;;
Schatztruhe;vîlmashwílch;;
Schätzung;timbroshem;;
Schau;greyx;;
schauen;greyxell;;
Schaufel;maschr;;
schaufeln;maschrell;;
Schaukel;kepstion;;
schaukeln;kepstionell;;
Scheibe;purlol;;
Scheibenwischer;purlolvolchref;pur.lol.'vol.chref;
scheiden;trolmell;;
Scheidung;trolmem;;
Schein;belmash;;
Schein;yévalash;;
scheinbar;yévalashfe^chtiont;yé.va.lash.'fe^ch.tiont;
scheinen;yévalashell;;
Scheinwerfer;yévalashoutionrol;;
Scheiß;oilsh;;
scheiß;oilsht;;
Scheiße;oilûsh;;
scheißen;oilûshell;;
Schelle;morgilsh;;
schellen;morgilshell;;
Schelte;yush;;
schelten;yushell;;
Schema;koition;;
schematisch;koitiont;;
Schenkel;onikrem;;
schenken;kolmeyxell;;
Schenkung;kolmeyxem;;
Scherbe;príp;;
Schere;fîrolm;;
scheren;fîrolmell;;
Scherz;kosch;;
scherzen;koschell;;
Scheuche;drawk;;
scheuchen;drawkell;;
scheuern;vákashell;;
Scheune;tounrip;;
Schicht;holm;;
schichten;holmell;;
schick;giptiont;;
schicken;yurchrell;;
Schicksal;efrolm;;
schieben;corell;;
Schiebung;corem;;
schief;teft;;
schielen;pesperrell;;
Schieler;pesperrer;;
Schießbefehl;chûlsonnmurc;'chûl.sonn.murc;
schießen;chûlell;;
Schießerei;chûltrá;'chûl.trá;
Schießplatz;chûlronchr;'chûl.ron.chr;
Schießpulver;chûllontion;'chûl.lon.tion;
Schießscheibe;chûlpurlol;'chûl.pur.lol;
Schießstand;chûlonchr;'chûl.on.chr;
Schießübung;chûlgutionem;chûl.'gu.tio-.nem;
Schießwaffe;chûlmurtroil;'chûl.murt.roil;
schießwütig;chûltauerrasht;chûl.'tau.er.rasht;
Schiff;blash;;
Schikane;roumash;;
schikanieren;roumashell;;
Schild;kemtash;;
schildern;kemtashell;;
Schilderung;kemtashem;;
Schimmel;bratroil;;
schimmeln;bratroilell;;
Schimmer;pîperchr;;
schimmern;pîperchrell;;
schimpfen;kralvenell;;
schinden;kurkashell;;
Schinken;pulk;;
Schirm;ârkoil;;
schirmen;ârkoilell;;
Schirmherrschaft;ârkoilbreyx;;
Schirmung;ârkoilem;;
Schlacht;brîch;;
schlachten;brîchell;;
Schlaf;îfchr;;
Schlafanzug;îfchrempwunchr;;
schlafen;îfchrell;;
schlaflos;îfchrlept;;
Schlaflosigkeit;îfchrlep;;
Schlafmittel;îfchrpawstion;;
schläfrig;îfchrt;;
Schläfrigkeit;îfchrkoul;;
Schlafzimmer;îfchrfewp;;
Schlag;protm;;
schlagbar;protmfe^chtiont;;
schlagen;protmell;;
Schläger;protmek;;
Schlagzeile;protmwîlp;;
Schlagzeug;croil;;
Schlagzeuger;croiler;;
Schlamassel;torspof;;
Schlamm;chotash;;
schlammig;chotasht;;
Schlampe;grationin;;
Schlamper;grationer;;
schlampig;grationt;;
Schlange;fensk;;
schlängeln;fenell;;
schlank;shilt;;
schlau;älîsht;;
Schlaufe;feylp;;
schlecht;qalmant;;
schlecken;kropchell;;
schleichen;dewmashell;;
schleifen;trekashell;;
schleppen;grauashell;;
Schleuder;panash;;
schleudern;panashell;;
schleunig;tvîerrasht;;
schleunigst;tvîerrashtes;;
Schleuse;fialsh;;
schleusen;fialshell;;
schlicht;rülapsht;;
schließen;chulmell;;
Schließfach;chulmkofk;'chulm.kofk;
schließlich;chulmt;;
Schließung;chulmem;;
Schliff;trekash;;
schlimm;chîmasht;;
Schlinge;dîfchr;;
schlingen;dîfchrell;;
Schlitten;milrop;;
schlittern;awsershell;;
Schlitz;cewltion;;
schlitzen;cewltionell;;
Schlitzer;cewltioner;;
Schloss;chulash;;
Schloss;shîerrash;;
Schluck;qilchr;;
Schluckauf;qilchrcil;;
schlucken;qilchrell;;
schlüpfen;koilashell;;
Schlüpfer;koilashk;;
Schlupfloch;koilashplox;;
schlüpfrig;koilasht;;
schlürfen;roizonell;;
Schluss;chulk;;
Schlüssel;nîbash;;
Schlüsselloch;nîbashplox;;
Schmach;gromol;;
schmal;shímt;;
schmatzen;pshalashell;;
schmecken;londell;;
schmeicheln;glinshell;;
schmelzen;zerishell;;
Schmelzpunkt;zerishkelx;;
Schmerz;chkûl;;
schmerzen;chkûlell;;
schmerzlich;chkûlt;;
Schmetterling;vîrouksk;;
schmettern;tráftionell;;
Schmied;îroiler;;
schmieden;îroilell;;
Schmiere;meyperrash;;
schmieren;meyperrashell;;
schmierig;meyperrasht;;
Schminke;krîp;;
schminken;krîpell;;
schmirgeln;keyerkell;;
schmollen;burschrell;;
schmoren;trîlchell;;
Schmuck;^júroil;;
schmücken;^júroilell;;
schmuggeln;vítroilell;;
Schmuggler;vítroiler;;
schmunzeln;kekchell;;
schmusen;eyershell;;
Schmutz;bíroil;;
schmutzig;bíroilt;;
Schnabel;trinchem;;
Schnalle;qílash;;
schnalzen;kópsílóterroilell;;
Schnäppchen;krukchrníl;;
schnappen;krukchrell;;
schnarchen;pusperchell;;
schnattern;bripshell;;
Schnecke;tilsk;;
Schnee;treltion;;
Schneefall;treltionplîx;;
Schneesturm;treltionstrolox;;
Schneid;lom;;
Schneidebrett;voumkásch;;
schneiden;voumell;;
schneidig;lomt;;
schneien;treltionell;;
schnell;wenasht;;
Schnelldurchlauf;wenashäucouldorchr;;
Schnelle;wenash;;
Schnelligkeit;wenashkoul;;
Schnipsel;simroil;;
schnipseln;simroilell;;
Schnitt;voumash;;
Schnitte;voumachr;;
Schnittlauch;voumashgrush;;
Schnitzel;gûlrî;;
schnitzen;ristionell;;
Schnorchel;klensh;;
Schnörkel;emreyx;;
schnüffeln;mîstionell;;
Schnüffler;mîstioner;;
Schnupfen;brelchr;;
Schock;rîchr;;
schocken;rîchrell;;
Schokolade;nîrash;;
schon;emn;;
schön;welchrt;;
schonen;shîpashell;;
Schönheit;welchr;;
Schönheitsfehler;welchrstrash;;
Schonung;shîpashem;;
schöpfen;drálashell;;
Schöpfer;drálasher;;
Schöpfung;drálashem;;
Schrank;konsh;;
Schranke;kleftion;;
Schraube;nelon;;
Schraubenzieher;nelonswunashef;;
Schreck;éfratch;;
Schrecken;éfratch;;
schrecken;éfratchell;;
schrecklich;éfratcht;;
Schrei;maskam;;
schreiben;chinvell;;
Schreibtisch;chinvwention;;
schreien;maskamell;;
Schreierei;maskamtrá;;
Schreiner;moiltioner;;
Schreinerei;moiltiontrásp;;
schreiten;dorftionell;;
Schrift;simash;;
Schriftart;simashqash;'si.mash.qash;
schriftlich;simasht;;
Schritt;dorftion;;
Schrott;melrutch;;
schrotten;melrutchell;;
schrubben;brídell;'brí.dell;
schrumpfen;preklíshell;;
Schub;cor;;
Schublade;galak;;
schubsen;luktionell;;
schüchtern;brítiont;;
Schuh;belop;;
Schuhgröße;belopsgrap;;
Schulabschluss;mölonqächulk;mö.lon.'qä.chulk;
Schuld;roizerrash;;
schulden;roizerrashell;;
Schulden;roizerrashs;;
schuldig;roizerrasht;;
Schuldige;roizerrasher;'roi.zer.rash.er;
Schule;mölon;;
schulen;mölonell;;
Schüler;mölonek;;
Schulter;qenchr;;
Schulung;mölonem;;
Schuppe;krichr;;
schürfen;prástionell;;
Schurke;roulsher;;
Schürze;curc;;
Schuss;chûlk;;
Schüssel;fliash;;
Schutt;qîerlon;;
schütteln;jînerrashell;;
schütten;qîershell;;
Schüttung;qîershem;;
Schutz;brochr;;
schützen;brochrell;;
Schutzschild;brochrkemtash;;
schwach;trílt;;
Schwache;tríler;;
schwächeln;trílfell;;
schwächen;trílell;;
schwächlich;trílft;;
Schwächling;trílfer;;
Schwachstelle;tríltpurtion;;
Schwächung;trílem;;
Schwamm;murserring;;
schwammig;murserringt;;
Schwan;nolsk;;
schwanger;dronjilt;;
Schwangere;dronjilin;;
Schwangerenberatung;dronjilinsonntraptionem;;
schwängern;dronjilell;;
Schwangerschaft;dronjil;;
Schwangerschaftsberatung;dronjilsonntraptionem;;
Schwangerschaftsverhütung;dronjiljawszoilem;;
Schwängerung;dronjilem;;
schwanken;hurtionell;;
Schwankung;hurtionem;;
schwänzen;delmationell;;
Schwarm;mîlch;;
schwärmen;mîlchell;;
Schwarz;frilsp;;
Schwarzbär;frilspchopsk;;
schwätzen;zínerrashell;;
Schwebe;rîlhutch;;
schweben;rîlhutchell;;
schweigen;zilorell;;
Schwein;tmusk;;
Schweinefleisch;tmutclosh;;
Schweinerei;tmuttrá;;
schweinisch;tmutet;;
Schweiß;tioptionash;;
schweißen;olchrell;;
Schwelle;grutch;;
schwellen;grutchell;;
Schwellung;grutchem;;
schwer;krouchrt;;
Schwerkraft;krouchrspîn;;
Schwert;roux;;
Schwester;enashin;;
schwierig;rokasht;;
Schwierigkeit;rokash;;
schwimmen;zenashell;;
Schwindel;molyawchr;;
schwindelig;molyawchrt;;
schwindeln;molyawchrell;;
schwinden;cmawlell;;
schwingen;pátionell;;
Schwingung;pátionem;;
schwitzen;tioptionell;;
schwören;defchrell;;
Schwuchtel;pumplap;;
schwul;huskopt;;
Schwund;cmawl;;
Schwung;purmashem;;
schwungvoll;purmashembít;;
Schwur;defchr;;
Score;rox;'rox;
sechs;spîl;;
sechzehn;éspîl;;
sechzig;spîler;;
See;mlích;;
Seele;krilch;;
Segel;nitch;;
segeln;nitchell;;
Segen;valix;;
segnen;valixell;;
sehen;prîell;;
Sehkraft;prîspîn;;
sehnen;rímell;;
Sehnsucht;rímknasch;;
sehnsüchtig;rímknascht;;
sehr;awlm;;
Sehstörung;prîmalikem;;
Sehtest;prîníction;;
Seide;giltion;;
seidig;giltiont;;
Seife;roipash;;
Seil;kelcon;;
sein;blell;;
sein;eyp;;
sein;urp;;
seinerseits;eyptewtiont;;
seit;yil;;
Seite;tew;;
Seitensprung;tewdinchrem;;
seitwärts;tewtset;;
Sekt;pusron;;
Sekte;trîsh;;
Sektion;fîror;;
Sektor;belrup;;
Sekunde;minash;;
selber;chol;;
selbst;chol;;
Selbstbeherrschung;cholsonnbreyxem;;
Selbstmord;cholkotch;;
selten;ríloilt;;
seltsam;zupchrt;;
Seltsame;zupchrer;;
Semmel;usrul;'us.rul;
senden;trîerchell;;
Sendung;trîerchem;;
Senf;nilik;'ni.lik;
senil;útokt;;
Senilität;útok;;
senken;skilrashell;;
Senkung;skilrashem;;
Sensation;plächruk;;
sensationell;plächrukt;;
Sense;túplash;;
sensibel;mícht;;
Sensibilität;mích;;
Sensor;rimchron;;
sentimental;hemasht;;
Sentimentalität;hemash;;
September;mílrosh;;
sequentiell;taurízasht;;
Sequenz;taurízash;;
Serie;lanash;;
Seriennummer;lanashtvalchr;;
Server;brischr;;
Service;ramok;;
servieren;bristionell;;
Serviertablett;bristiontrashok;;
Serviertisch;bristionwention;;
Sessel;qing;;
Set;ouk;'ouk;
setzen;winashell;;
Seuche;dîlchr;;
Sex;károil;;
sexy;károilt;;
Shampoo;spoilnop;;
Shirt;kraup;;
Show;fleytion;;
sich;eyf;;
sich;eylf;;
sich;räif;;
sich;urf;;
Sichel;helhek;;
sicher;jorxt;;
Sicherheit;jorxash;;
sicherlich;jorxasht;'jor.xasht;
sichern;jorxell;;
Sicherung;jorxem;;
Sicht;prau;;
sichtbar;praufe^chtiont;;
Sichtbarkeit;praufe^chtion;;
sichten;prauell;;
sichtlich;praut;;
sie;eyl;;
sie;eylf;;
sie;räi;;
sie;räif;;
Sie;taw;;
Sieb;goulash;;
sieben;spau;;
siebzehn;éspau;;
siebzig;spauer;;
siedeln;gunchell;;
Siedler;gunchap;;
Siedlung;gunchem;;
Sieg;vîlx;;
Siegel;travatch;;
siegen;vîlxell;;
Sieger;vîlxer;;
Siegerehrung;vîlxosspiltionem;;
siegreich;vîlxnotcht;;
siehe;prîou;;
Signal;hantroil;;
signalisieren;hantroilell;;
Signatur;krimtion;;
signieren;krimtionell;;
Silber;in;;
silber;insp;;
Silikon;simef;;
Silvester;esperrí;;
Simulation;bleygash;;
Simulator;bleygatch;;
simulieren;bleygashell;;
singen;chölell;;
sinken;limchrell;;
Sinn;cektion;;
sinnvoll;cektionbít;;
Sirene;splîash;;
Sirup;berop;;
Situation;e^chash;;
Sitz;winchr;;
sitzen;winchrell;;
Sitzplatz;winchrronchr;;
Sitzung;winchrem;;
Skala;rinch;;
skalieren;gralashell;;
Skalierung;gralashem;;
Skalpell;rotof;;
Skandal;jektion;;
Skelett;krok;;
Skepsis;splíchr;;
Skeptiker;splíchrer;;
skeptisch;splíchrt;;
Skizze;rilken;'ril.ken;
skizzieren;rilkenell;'ril.ke.nell;
Skrupel;talren;;
skrupellos;talrenlept;;
Skulptur;fitchrok;;
Slalom;túlof;;
Slip;neshex;;
Smoothie;pawp;;
so;rawi;;
Socke;plol;;
Sockel;kewroil;;
Sofa;qawp;;
sofort;nasht;;
sogar;rawitîlf;;
Sohle;hawch;;
Sohn;gorfer;;
solch;rawloi;;
solche;rawloi;;
solcher;rawloi;;
solches;rawloi;;
Soldat;jejmek;;
sollen;frell;;
Solo;mic;;
solo;mict;;
Sommer;skîmp;;
Sonde;dîdûk;;
sonderbar;purlfe^chtiont;;
Sonderbarkeit;purlfe^chtion;;
Sonderfahrt;purlkurtion;;
sondern;purlk;;
sondieren;dîdûkell;;
Sondierung;dîdûkem;;
Sonne;sbîch;;
Sonnenbrand;sbîchshawlír;;
Sonnensystem;sbîchîrîsh;;
Sonntag;xîx;;
sonst;skrî;;
Sorge;spektash;;
sorgen;spektashell;;
Sorgfalt;spektashyash;;
sorgfältig;spektashyasht;;
Sorte;deltion;;
sortieren;delashell;;
Sortierung;delashem;;
Soße;toirash;;
Sound;qemp;;
sozial;feltiont;;
sozusagen;kírawimincht;;
spähen;tîtionell;;
Späher;tîtioner;;
Spalte;ouram;;
spalten;ouramell;;
Spange;enip;;
spannen;telashell;;
spannend;telasht;;
Spannung;telashem;;
sparen;awlchrell;;
Sparflamme;awlchrstichr;;
Spaß;kleych;;
spastisch;múgoilt;;
spät;dent;;
später;dentem;;
spätestens;dentest;;
spazieren;trestionell;;
Spaziergang;trestionorschr;;
Speck;bouch;;
Speer;soinok;;
Speiche;páril;;
Speichel;preyx;;
Speichellecker;preyxpatchap;;
Speicher;prosash;;
speichern;prosashell;;
Speicherung;prosashem;;
Speise;jenash;;
Speisekarte;jenashstron;;
speisen;jenashell;;
Spektakel;krulash;;
spektakulär;krulasht;;
spendabel;galtiont;;
Spende;galtion;;
spendieren;galtionell;;
Sperre;shroil;;
sperren;shroilell;;
Sperrgebiet;shroilbarash;;
Sperrung;shroilem;;
spezial;trícht;;
Spezialist;tríchap;;
Spezialität;trích;;
Spezies;krolm;;
Spezifikation;trîption;;
spezifisch;trîptiont;;
spezifizieren;trîptionell;;
spicken;dornshell;;
Spiegel;infrolm;;
spiegeln;infrolmell;;
Spiel;feych;;
spielen;feychell;;
spielend;feychellp;;
Spieler;feychap;;
Spielfeld;feychrurx;;
Spielplan;feychneytion;;
Spielplatz;feychronchr;;
Spielraum;feychdewl;;
Spielregel;feychkemprash;;
